# in0; in1; out0; out1; out2; out3; currentDrain
0;5;5;4.98534;0;0;9.77517e-05
0.5;5;5;4.56012;0.488759;0.493646;0.00293255
1;5;5;1.65689;0.97263;0.997067;0.0222874
1.5;5;5;0.356794;1.46628;1.50049;0.0309547
2;5;5;0.307918;1.95992;2.00391;0.0312805
2.5;5;5;0.288368;2.45357;2.50733;0.0314109
3;5;5;0.278592;2.94233;3.00587;0.0314761
3.5;5;5;0.268817;3.43597;3.50929;0.0315412
4;5;5;0.26393;3.92473;4.01271;0.0315738
4.5;5;5;0.26393;4.41349;4.51124;0.0315738
5;5;5;0.259042;4.90225;5;0.0316064
