# in0; in1; out0; out1; out2; out3; currentDrain
0;0;0;0;0;0;0
0.5;0;0.483871;0.474096;0;0;1.74557e-05
1;0;0.982405;0.967742;0;0;2.61835e-05
1.5;0;1.48583;1.46139;0;0;4.36392e-05
2;0;1.98925;1.95992;0;0;5.2367e-05
2.5;0;2.49267;2.45357;0;0;6.98227e-05
3;0;2.9912;2.9521;0;0;6.98227e-05
3.5;0;3.49951;3.45064;0;0;8.72783e-05
4;0;3.99316;3.93939;0;0;9.60061e-05
4.5;0;4.49169;4.43304;0;0;0.000104734
5;0;4.99511;4.92669;0;0;0.00012219
